流水號,日期,縣市,區別,里別,調查種類,調查戶數,陽性戶數,調查積水容器數戶內,調查積水容器數戶外,調查積水容器數合計,陽性容器數戶內,陽性容器數戶外,陽性容器數合計,布氏指數,布氏級數,容器指數,容器級數
292,20250716,臺北市,信義區,永春里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
293,20250716,臺北市,信義區,景聯里,學校,1,0,0,1,1,0,0,0,0,0,0,0
294,20250716,臺北市,士林區,福順里,住宅,60,0,0,15,15,0,0,0,0,0,0,0
295,20250716,臺北市,士林區,葫東里,住宅,60,0,0,9,9,0,0,0,0,0,0,0
296,20250716,臺北市,松山區,復勢里,住宅,15,0,0,37,37,0,0,0,0,0,0,0
297,20250716,臺北市,信義區,景聯里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
298,20250716,臺北市,中正區,南福里,其他,1,0,0,0,0,0,0,0,0,0,0,0
299,20250716,臺北市,士林區,後港里,學校,1,0,0,14,14,0,0,0,0,0,0,0
300,20250716,臺北市,士林區,後港里,菜園,1,0,0,4,4,0,0,0,0,0,0,0
301,20250716,臺北市,中正區,光復里,其他,1,0,0,0,0,0,0,0,0,0,0,0
302,20250716,臺北市,士林區,天福里,住宅,65,0,0,10,10,0,0,0,0,0,0,0
303,20250716,臺北市,士林區,三玉里,住宅,60,0,0,4,4,0,0,0,0,0,0,0
304,20250716,臺北市,大安區,龍圖里,學校,1,0,0,3,3,0,0,0,0,0,0,0
305,20250716,臺北市,大安區,民輝里,學校,1,1,0,3,3,0,1,1,100,8,33,8
306,20250716,臺北市,文山區,興旺里,學校,0,0,0,2,2,0,0,0,0,0,0,0
307,20250716,臺北市,中山區,聚葉里,學校,1,1,0,6,6,0,1,1,100,8,17,5
308,20250716,臺北市,中山區,集英里,住宅,25,1,0,29,29,0,1,1,4,1,3,2
309,20250716,臺北市,中山區,聚葉里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
310,20250716,臺北市,中正區,光復里,其他,1,0,0,0,0,0,0,0,0,0,0,0
311,20250716,臺北市,南港區,萬福里,住宅,51,1,0,4,4,0,1,1,2,1,25,6
312,20250716,臺北市,萬華區,騰雲里,住宅,50,1,0,77,77,0,1,1,2,1,1,1
313,20250717,臺北市,萬華區,忠貞里,住宅,50,1,0,87,87,0,1,1,2,1,1,1
314,20250717,臺北市,松山區,復源里,住宅,1,0,0,4,4,0,0,0,0,0,0,0
315,20250717,臺北市,士林區,三玉里,學校,1,0,0,6,6,0,0,0,0,0,0,0
316,20250717,臺北市,士林區,三玉里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
317,20250717,臺北市,北投區,建民里,學校,1,0,0,5,5,0,0,0,0,0,0,0
318,20250717,臺北市,北投區,振華里,學校,1,0,0,2,2,0,0,0,0,0,0,0
319,20250717,臺北市,北投區,建民里,學校,1,0,0,5,5,0,0,0,0,0,0,0
320,20250717,臺北市,中正區,黎明里,其他,1,0,0,0,0,0,0,0,0,0,0,0
321,20250717,臺北市,中正區,東門里,住宅,1,0,0,0,0,0,0,0,0,0,0,0
322,20250717,臺北市,中山區,劍潭里,菜園,1,0,0,2,2,0,0,0,0,0,0,0
323,20250717,臺北市,大同區,民權里,學校,0,0,1,18,19,0,0,0,0,0,0,0
324,20250717,臺北市,文山區,木柵里,住宅,62,1,12,14,26,0,1,1,2,1,4,2
325,20250717,臺北市,大安區,學府里,學校,1,0,0,6,6,0,0,0,0,0,0,0
326,20250717,臺北市,大安區,學府里,學校,1,0,0,4,4,0,0,0,0,0,0,0
327,20250717,臺北市,中正區,頂東里,住宅,50,0,0,8,8,0,0,0,0,0,0,0
328,20250717,臺北市,中正區,黎明里,其他,1,0,0,1,1,0,0,0,0,0,0,0
329,20250717,臺北市,文山區,興光里,學校,0,0,3,13,16,0,0,0,0,0,0,0
330,20250717,臺北市,信義區,雙和里,學校,60,2,0,60,60,0,2,2,3,1,3,2
331,20250717,臺北市,內湖區,西湖里,學校,1,0,0,2,2,0,0,0,0,0,0,0
332,20250717,臺北市,松山區,慈祐里,學校,1,0,0,8,8,0,0,0,0,0,0,0
333,20250717,臺北市,松山區,慈祐里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
334,20250717,臺北市,松山區,吉仁里,住宅,73,0,0,0,0,0,0,0,0,0,0,0
335,20250717,臺北市,北投區,永欣里,住宅,50,2,0,9,9,0,2,2,4,1,22,6
336,20250717,臺北市,松山區,復勢里,公園,1,0,0,2,2,0,0,0,0,0,0,0
337,20250717,臺北市,士林區,天玉里,學校,1,0,0,5,5,0,0,0,0,0,0,0
338,20250717,臺北市,士林區,天玉里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
339,20250717,臺北市,文山區,興光里,菜園,0,0,0,3,3,0,0,0,0,0,0,0
340,20250718,臺北市,信義區,松隆里,學校,1,0,0,0,0,0,0,0,0,0,0,0
341,20250718,臺北市,信義區,松隆里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
342,20250718,臺北市,萬華區,凌霄里,住宅,50,1,0,72,72,0,1,1,2,1,1,1
343,20250718,臺北市,信義區,松隆里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
344,20250718,臺北市,中正區,梅花里,住宅,50,0,0,0,0,0,0,0,0,0,0,0
345,20250718,臺北市,大安區,學府里,學校,1,0,0,3,3,0,0,0,0,0,0,0
346,20250718,臺北市,大安區,芳和里,學校,1,0,4,3,7,0,0,0,0,0,0,0
347,20250718,臺北市,大安區,民炤里,學校,1,1,0,9,9,0,2,2,200,9,22,6
348,20250718,臺北市,大同區,民權里,學校,0,0,0,16,16,0,0,0,0,0,0,0
349,20250718,臺北市,中山區,劍潭里,學校,1,1,0,22,22,0,1,1,100,8,5,2
350,20250718,臺北市,中山區,行孝里,住宅,70,1,0,19,19,0,1,1,1,1,5,2
351,20250718,臺北市,北投區,林泉里,學校,1,0,0,0,0,0,0,0,0,0,0,0
352,20250718,臺北市,北投區,林泉里,學校,1,0,0,0,0,0,0,0,0,0,0,0
353,20250718,臺北市,北投區,中心里,學校,1,0,0,0,0,0,0,0,0,0,0,0
354,20250718,臺北市,北投區,中心里,學校,1,0,0,0,0,0,0,0,0,0,0,0
355,20250719,臺北市,大同區,民權里,住宅,20,0,0,3,3,0,0,0,0,0,0,0
356,20250719,臺北市,中正區,東門里,公園,1,0,0,2,2,0,0,0,0,0,0,0
357,20250719,臺北市,大同區,玉泉里,其他,1,0,0,6,6,0,0,0,0,0,0,0
358,20250721,臺北市,大安區,民炤里,學校,1,0,0,2,2,0,0,0,0,0,0,0
359,20250721,臺北市,大安區,民輝里,學校,1,0,0,9,9,0,0,0,0,0,0,0
360,20250721,臺北市,士林區,三玉里,住宅,41,0,0,17,17,0,0,0,0,0,0,0
361,20250721,臺北市,大安區,建倫里,住宅,72,2,0,17,17,0,3,3,4,1,18,5
362,20250721,臺北市,大安區,學府里,住宅,68,3,0,9,9,0,3,3,4,1,33,8
363,20250721,臺北市,北投區,一德里,學校,1,0,0,1,1,0,0,0,0,0,0,0
364,20250721,臺北市,北投區,一德里,學校,1,0,0,0,0,0,0,0,0,0,0,0
365,20250721,臺北市,北投區,一德里,學校,1,0,0,0,0,0,0,0,0,0,0,0
366,20250721,臺北市,士林區,陽明里,菜園,1,0,0,6,6,0,0,0,0,0,0,0
367,20250721,臺北市,士林區,陽明里,學校,1,0,0,7,7,0,0,0,0,0,0,0
368,20250721,臺北市,北投區,一德里,其他,1,0,0,0,0,0,0,0,0,0,0,0
369,20250721,臺北市,士林區,三玉里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
370,20250721,臺北市,中正區,南福里,其他,1,0,0,0,0,0,0,0,0,0,0,0
371,20250721,臺北市,中正區,愛國里,其他,1,0,0,0,0,0,0,0,0,0,0,0
372,20250721,臺北市,士林區,三玉里,學校,1,0,0,2,2,0,0,0,0,0,0,0
373,20250721,臺北市,士林區,三玉里,學校,1,0,0,5,5,0,0,0,0,0,0,0
374,20250721,臺北市,士林區,三玉里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
375,20250721,臺北市,南港區,聯成里,學校,1,0,0,154,154,0,0,0,0,0,0,0
376,20250721,臺北市,士林區,陽明里,學校,1,0,0,7,7,0,0,0,0,0,0,0
377,20250721,臺北市,士林區,陽明里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
378,20250722,臺北市,士林區,新安里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
379,20250722,臺北市,北投區,吉慶里,住宅,50,0,0,0,0,0,0,0,0,0,0,0
380,20250722,臺北市,北投區,立農里,學校,1,0,0,4,4,0,0,0,0,0,0,0
381,20250722,臺北市,內湖區,港墘里,住宅,12,0,0,0,0,0,0,0,0,0,0,0
382,20250722,臺北市,中正區,水源里,住宅,1,0,0,0,0,0,0,0,0,0,0,0
383,20250722,臺北市,內湖區,港墘里,學校,1,1,0,34,34,0,2,2,200,9,6,3
384,20250722,臺北市,信義區,中行里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
385,20250722,臺北市,信義區,中行里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
386,20250722,臺北市,中正區,龍福里,其他,1,0,0,3,3,0,0,0,0,0,0,0
387,20250722,臺北市,中正區,河堤里,其他,1,0,0,5,5,0,0,0,0,0,0,0
388,20250722,臺北市,中正區,龍福里,住宅,1,0,0,3,3,0,0,0,0,0,0,0
389,20250722,臺北市,士林區,天祿里,學校,1,0,0,4,4,0,0,0,0,0,0,0
390,20250722,臺北市,士林區,天祿里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
391,20250722,臺北市,士林區,三玉里,學校,1,0,0,0,0,0,0,0,0,0,0,0
392,20250722,臺北市,士林區,三玉里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
393,20250722,臺北市,北投區,立農里,住宅,50,1,0,8,8,0,1,1,2,1,12,4
394,20250722,臺北市,士林區,新安里,學校,1,0,0,0,0,0,0,0,0,0,0,0
395,20250722,臺北市,士林區,芝山里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
396,20250722,臺北市,士林區,芝山里,學校,1,0,0,4,4,0,0,0,0,0,0,0
397,20250722,臺北市,北投區,立農里,學校,1,0,0,4,4,0,0,0,0,0,0,0
398,20250722,臺北市,信義區,中興里,住宅,98,2,1,26,27,1,1,2,2,1,7,3
399,20250722,臺北市,士林區,三玉里,住宅,52,0,0,54,54,0,0,0,0,0,0,0
400,20250722,臺北市,松山區,敦化里,住宅,27,0,0,0,0,0,0,0,0,0,0,0
401,20250723,臺北市,中山區,中吉里,住宅,57,0,0,35,35,0,0,0,0,0,0,0
402,20250723,臺北市,松山區,福成里,住宅,58,0,0,17,17,0,0,0,0,0,0,0
403,20250723,臺北市,北投區,東華里,學校,1,0,0,4,4,0,0,0,0,0,0,0
404,20250723,臺北市,大安區,建倫里,住宅,24,1,0,7,7,0,1,1,4,1,14,4
405,20250723,臺北市,士林區,三玉里,住宅,53,0,0,33,33,0,0,0,0,0,0,0
406,20250723,臺北市,南港區,成福里,學校,1,0,0,75,75,0,0,0,0,0,0,0
407,20250723,臺北市,中正區,黎明里,其他,1,0,0,0,0,0,0,0,0,0,0,0
408,20250723,臺北市,信義區,三張里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
409,20250723,臺北市,萬華區,福音里,學校,1,0,0,23,23,0,0,0,0,0,0,0
410,20250723,臺北市,萬華區,富福里,學校,1,0,0,9,9,0,0,0,0,0,0,0
411,20250723,臺北市,文山區,樟腳里,菜園,1,0,0,4,4,0,0,0,0,0,0,0
412,20250723,臺北市,文山區,指南里,學校,1,0,0,2,2,0,0,0,0,0,0,0
413,20250723,臺北市,信義區,三張里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
414,20250723,臺北市,北投區,永和里,住宅,50,2,0,37,37,0,2,2,4,1,5,2
415,20250723,臺北市,內湖區,紫陽里,學校,1,1,0,1,1,0,1,1,100,8,100,9
416,20250723,臺北市,北投區,稻香里,學校,1,0,0,4,4,0,0,0,0,0,0,0
417,20250723,臺北市,文山區,指南里,菜園,1,0,0,4,4,0,0,0,0,0,0,0
418,20250724,臺北市,南港區,南港里,學校,1,0,0,158,158,0,0,0,0,0,0,0
419,20250724,臺北市,北投區,中心里,住宅,50,0,0,3,3,0,0,0,0,0,0,0
420,20250724,臺北市,中正區,螢雪里,住宅,50,0,0,4,4,0,0,0,0,0,0,0
421,20250724,臺北市,萬華區,福星里,學校,1,0,0,19,19,0,0,0,0,0,0,0
422,20250724,臺北市,萬華區,西門里,學校,1,0,0,28,28,0,0,0,0,0,0,0
423,20250724,臺北市,中正區,黎明里,其他,1,0,0,2,2,0,0,0,0,0,0,0
424,20250724,臺北市,中正區,幸福里,其他,1,0,0,0,0,0,0,0,0,0,0,0
425,20250724,臺北市,中正區,幸福里,其他,1,0,0,1,1,0,0,0,0,0,0,0
426,20250724,臺北市,信義區,興隆里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
427,20250724,臺北市,信義區,興隆里,菜園,1,0,0,0,0,0,0,0,0,0,0,0
428,20250724,臺北市,北投區,林泉里,住宅,50,0,0,19,19,0,0,0,0,0,0,0
429,20250724,臺北市,文山區,萬芳里,住宅,163,0,0,8,8,0,0,0,0,0,0,0
430,20250725,臺北市,文山區,萬美里,住宅,62,0,0,0,0,0,0,0,0,0,0,0
431,20250725,臺北市,南港區,舊莊里,學校,1,0,0,52,52,0,0,0,0,0,0,0
432,20250725,臺北市,萬華區,壽德里,學校,1,0,0,11,11,0,0,0,0,0,0,0
433,20250725,臺北市,萬華區,新安里,學校,1,0,0,4,4,0,0,0,0,0,0,0
434,20250725,臺北市,南港區,重陽里,住宅,50,0,0,14,14,0,0,0,0,0,0,0
435,20250725,臺北市,士林區,三玉里,住宅,48,0,0,15,15,0,0,0,0,0,0,0
436,20250725,臺北市,文山區,老泉里,學校,0,0,20,0,20,0,0,0,0,0,0,0
437,20250727,臺北市,信義區,雙和里,住宅,100,3,0,8,8,0,8,8,8,2,100,9
438,20250727,臺北市,內湖區,大湖里,住宅,28,0,0,7,7,0,0,0,0,0,0,0
439,20250728,臺北市,士林區,陽明里,學校,25,0,0,12,12,0,0,0,0,0,0,0
440,20250728,臺北市,南港區,南港里,學校,1,1,0,192,192,0,2,2,200,9,1,1
441,20250728,臺北市,內湖區,紫星里,住宅,137,4,0,7,7,0,4,4,3,1,57,9
442,20250728,臺北市,中正區,建國里,住宅,50,0,0,2,2,0,0,0,0,0,0,0
443,20250728,臺北市,文山區,景華里,學校,0,0,0,0,0,0,0,0,0,0,0,0
444,20250728,臺北市,萬華區,日祥里,住宅,50,0,0,69,69,0,0,0,0,0,0,0
445,20250728,臺北市,萬華區,綠堤里,學校,1,0,0,18,18,0,0,0,0,0,0,0
446,20250728,臺北市,萬華區,和德里,學校,1,0,0,9,9,0,0,0,0,0,0,0
447,20250728,臺北市,中正區,光復里,住宅,1,0,0,1,1,0,0,0,0,0,0,0
448,20250728,臺北市,中正區,忠勤里,住宅,1,0,0,1,1,0,0,0,0,0,0,0
449,20250728,臺北市,文山區,景華里,菜園,0,0,0,0,0,0,0,0,0,0,0,0
450,20250728,臺北市,中正區,東門里,其他,1,0,0,3,3,0,0,0,0,0,0,0
451,20250728,臺北市,中正區,富水里,其他,1,0,0,0,0,0,0,0,0,0,0,0
452,20250729,臺北市,文山區,木新里,菜園,0,0,0,0,0,0,0,0,0,0,0,0
453,20250729,臺北市,文山區,木新里,學校,0,0,7,6,13,0,0,0,0,0,0,0
454,20250729,臺北市,萬華區,保德里,住宅,50,0,0,41,41,0,0,0,0,0,0,0
455,20250730,臺北市,中山區,江山里,住宅,42,0,0,19,19,0,0,0,0,0,0,0
456,20250730,臺北市,松山區,中正里,菜園,1,0,0,5,5,0,0,0,0,0,0,0
457,20250730,臺北市,松山區,復源里,住宅,56,0,0,9,9,0,0,0,0,0,0,0
458,20250730,臺北市,南港區,南港里,學校,1,0,0,215,215,0,0,0,0,0,0,0
459,20250730,臺北市,松山區,慈祐里,住宅,58,0,0,3,3,0,0,0,0,0,0,0
460,20250730,臺北市,松山區,介壽里,住宅,63,0,0,15,15,0,0,0,0,0,0,0
461,20250730,臺北市,松山區,中正里,學校,1,0,0,10,10,0,0,0,0,0,0,0
462,20250731,臺北市,大安區,敦安里,住宅,53,1,0,6,6,0,1,1,2,1,17,5
463,20250731,臺北市,內湖區,港華里,學校,1,0,0,14,14,0,0,0,0,0,0,0
464,20250731,臺北市,萬華區,綠堤里,學校,1,0,0,24,24,0,0,0,0,0,0,0
465,20250731,臺北市,萬華區,華江里,學校,1,0,0,27,27,0,0,0,0,0,0,0
466,20250731,臺北市,南港區,舊莊里,住宅,50,2,0,18,18,0,2,2,4,1,11,4
